,OTU,Sample,Abundance,Group,Smple.ID,Treatment,Rep,Year_Month,Season,Location,Season_Location,Season_Year_Location,Year,Ph,TotalN,GravSoilMois,organicmatter,RespiredC,satH,satCa,satMg,satK,satNa,Kingdom,Phylum,Class,Order,Family,Genus,Taxonomy,,,Genus1
50046,Otu013,BDM05150009BF,0.023774082,BDM05150009BF,202,No Mulch,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.4,21,13.19742489,1.3,5.137262248,53,37,8,1,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50047,Otu013,BDM05160030BF,0.023243596,BDM05160030BF,102,BioAgri,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,6.19,NA,13.8028169,NA,6.596229766,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50048,Otu013,BDM05150003BF,0.022565918,BDM05150003BF,103,PLA/PHA,1,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.605,66,15.31850354,1.5,2.706314843,46,39,10,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50049,Otu013,BDM05150010BF,0.022064019,BDM05150010BF,203,Weedguard,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,4.61,31,13.21230459,1.3,9.253682798,51,36,10,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50050,Otu013,BDM09160011BF,0.021763152,BDM09160011BF,204,BioAgri,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.55,38,11.35802469,1.4,6.877378118,65,27,5,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50051,Otu013,BDM05160029BF,0.021726884,BDM05160029BF,101,Weedguard,1,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,5.825,NA,13.61111111,NA,5.095171454,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50052,Otu013,BDM09150001BF,0.021542258,BDM09150001BF,101,Weedguard,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.7,26,6.260929127,1.6,4.409592476,68,24,4,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50053,Otu013,BDM09160003BF,0.021168813,BDM09160003BF,103,PLA/PHA,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.85,35,8.8,1.5,3.830969423,62,30,5,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50054,Otu013,BDM09150002BF,0.020705051,BDM09150002BF,102,BioAgri,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.75,24,6.118162096,1.5,3.815520567,55,35,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50055,Otu013,BDM09160002BF,0.020671596,BDM09160002BF,102,BioAgri,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.5,66,9.73871734,1.3,11.76406287,54,36,5,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50056,Otu013,BDM05150008BF,0.020621975,BDM05150008BF,201,PLA/PHA,2,2015-05,Spring2015,TN,SpringTN,05-2015TN,2015,3.995,90,19.36205932,1.6,10.61460979,65,28,6,1,0,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50057,Otu013,BDM09150007BF,0.020169437,BDM09150007BF,108,Polyethylene,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.855,22,12.18409654,1.5,3.802966679,59,32,6,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50058,Otu013,BDM09150011BF,0.019943074,BDM09150011BF,204,BioAgri,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.8,28,21.48901328,1.4,3.602059855,67,24,4,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50059,Otu013,BDM09160001BF,0.019052373,BDM09160001BF,101,Weedguard,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6,41,12.15277778,1.5,13.16544047,67,25,4,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50060,Otu013,BDM09150003BF,0.017759003,BDM09150003BF,103,PLA/PHA,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.755,46,10.29189145,1.6,6.302637036,64,28,5,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50061,Otu013,BDM05160036BF,0.016920926,BDM05160036BF,201,PLA/PHA,2,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,5.595,NA,14.3258427,NA,4.299283462,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50062,Otu013,BDM09160015BF,0.01581767,BDM09160015BF,301,Naturecycle,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.45,33,11.98979592,1.6,7.105386058,53,36,8,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50063,Otu013,BDM09160008BF,0.01170398,BDM09160008BF,201,PLA/PHA,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.65,30,9.635416667,1.7,10.68624742,49,39,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
50064,Otu013,BDM09150008BF,0.0104455,BDM09150008BF,201,PLA/PHA,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.72,32,8.326771648,1.7,2.874319212,77,18,3,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49897,Otu013,BDM05160004BF,0.057679095,BDM05160004BF,105,Naturecycle,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.4730891,NA,5.134057424,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49898,Otu013,BDM09150034BF,0.056098622,BDM09150034BF,107,Organix,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.7,25,20.79883098,2.2,3.631015578,45,44,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49899,Otu013,BDM09150032BF,0.054824117,BDM09150032BF,105,Naturecycle,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,43,21.74541948,2.2,3.759067367,62,31,5,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49900,Otu013,BDM05160007BF,0.054744018,BDM05160007BF,108,Polyethylene,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.83717688,NA,4.738045607,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49901,Otu013,BDM09160037BF,0.053749256,BDM09160037BF,202,No Mulch,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,17,17.15463788,2.3,6.396592121,41,48,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49902,Otu013,BDM09160030BF,0.053567491,BDM09160030BF,102,BioAgri,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,43,21.53110048,2.3,5.820360151,50,39,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49903,Otu013,BDM09150031BF,0.051810453,BDM09150031BF,103,PLA/PHA,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.8,48,20.11291461,2.2,2.478476903,36,50,9,3,2,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49904,Otu013,BDM09160044BF,0.051717671,BDM09160044BF,302,Weedguard,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,17,20.27067081,2.3,5.540266956,48,42,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49905,Otu013,BDM05160008BF,0.050839381,BDM05160008BF,201,PLA/PHA,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.34769186,NA,5.412301989,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49906,Otu013,BDM05160017BF,0.050498745,BDM05160017BF,304,Polyethylene,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.90078485,NA,8.683090529,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49907,Otu013,BDM09150035BF,0.050048531,BDM09150035BF,108,Polyethylene,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,6,6,17.39030554,2.2,2.076609627,68,25,4,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49908,Otu013,BDM09160034BF,0.049981905,BDM09160034BF,107,Organix,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,17,20.16183375,2.1,6.402647654,48,42,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49909,Otu013,BDM05150034BF,0.049788643,BDM05150034BF,107,Organix,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,8,22.42647059,2.2,10.94679646,34,52,9,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49910,Otu013,BDM05160010BF,0.049448105,BDM05160010BF,203,Weedguard,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,21.66457843,NA,0.349770458,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49911,Otu013,BDM09160033BF,0.04925534,BDM09160033BF,106,No Mulch,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,29,16.38783364,2.2,6.052971634,50,40,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49912,Otu013,BDM05160020BF,0.049254759,BDM05160020BF,307,No Mulch,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.28824976,NA,6.99692159,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49913,Otu013,BDM05150043BF,0.048682528,BDM05150043BF,301,Naturecycle,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.4,17,19.41896024,2.4,12.3287849,32,53,9,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49914,Otu013,BDM09160043BF,0.048268726,BDM09160043BF,301,Naturecycle,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,24,21.20651369,2.3,4.937607088,43,45,8,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49915,Otu013,BDM05160006BF,0.048064276,BDM05160006BF,107,Organix,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.10840242,NA,-0.096103125,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49916,Otu013,BDM05160002BF,0.048047158,BDM05160002BF,102,BioAgri,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.53487664,NA,4.928205102,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49917,Otu013,BDM09150049BF,0.048046451,BDM09150049BF,308,Organix,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.8,22,21.96896217,2.2,3.495600711,58,34,5,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49918,Otu013,BDM05160014BF,0.047820666,BDM05160014BF,207,Polyethylene,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,21.67567223,NA,5.877885523,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49919,Otu013,BDM05150042BF,0.047819732,BDM05150042BF,207,Polyethylene,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,19.61414791,2.2,16.16885754,16,66,11,6,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49920,Otu013,BDM09160029BF,0.047661682,BDM09160029BF,101,Weedguard,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.6,33,20.13638989,2.1,6.735630879,54,35,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49921,Otu013,BDM05160019BF,0.047637346,BDM05160019BF,306,PLA/PHA,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.44140684,NA,2.13613909,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49922,Otu013,BDM09150043BF,0.047605889,BDM09150043BF,301,Naturecycle,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,6.2,16,21.59227986,2.5,4.831513422,42,46,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49923,Otu013,BDM05150048BF,0.047473713,BDM05150048BF,307,No Mulch,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,28.02547771,2.3,17.10240846,49,39,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49924,Otu013,BDM09150037BF,0.04738892,BDM09150037BF,202,No Mulch,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.8,72,19.48927969,2.4,3.353531009,63,31,4,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49925,Otu013,BDM05160021BF,0.047285366,BDM05160021BF,308,Organix,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.84016612,NA,4.835609047,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49926,Otu013,BDM09150038BF,0.047242452,BDM09150038BF,203,Weedguard,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.7,56,23.03536346,2.3,3.710374285,58,33,5,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49927,Otu013,BDM09160031BF,0.046776105,BDM09160031BF,103,PLA/PHA,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,29,20.95616024,2.2,6.355156447,56,35,6,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49928,Otu013,BDM09160036BF,0.046724875,BDM09160036BF,201,PLA/PHA,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,42,20.82372606,2.1,4.953207811,44,45,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49929,Otu013,BDM05150031BF,0.046708057,BDM05150031BF,103,PLA/PHA,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,13,22.22222222,2.2,12.95169094,34,51,9,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49930,Otu013,BDM05150049BF,0.046573321,BDM05150049BF,308,Organix,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.3,12,22.6744186,2.4,15.37231109,42,46,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49931,Otu013,BDM05160015BF,0.046526219,BDM05160015BF,301,Naturecycle,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.64969866,NA,4.213030247,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49932,Otu013,BDM05150035BF,0.046502355,BDM05150035BF,108,Polyethylene,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,21.49333333,2.5,13.10261405,36,50,8,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49934,Otu013,BDM09160035BF,0.04628473,BDM09160035BF,108,Polyethylene,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.5,27,18.48406008,2.1,5.049480194,49,41,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49935,Otu013,BDM09160038BF,0.045967505,BDM09160038BF,203,Weedguard,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.2,72,19.40860215,2.3,8.206443116,43,45,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49936,Otu013,BDM05150032BF,0.045937999,BDM05150032BF,105,Naturecycle,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,9,21.76470588,2.2,10.92703873,35,50,9,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49937,Otu013,BDM05160018BF,0.045914548,BDM05160018BF,305,BioAgri,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,30.57552804,NA,5.577236193,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49938,Otu013,BDM05160009BF,0.04588266,BDM05160009BF,202,No Mulch,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,21.83536687,NA,6.699597781,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49939,Otu013,BDM09150044BF,0.045865769,BDM09150044BF,302,Weedguard,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,6.2,14,22.57601149,2.4,4.191668159,43,46,6,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49940,Otu013,BDM05150044BF,0.045614952,BDM05150044BF,302,Weedguard,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.4,17,21.12244898,2.5,14.5656793,25,59,9,6,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49941,Otu013,BDM09150033BF,0.045577626,BDM09150033BF,106,No Mulch,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,102,20.18244014,2.3,2.487275321,43,44,8,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49942,Otu013,BDM09150047BF,0.045341352,BDM09150047BF,306,PLA/PHA,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.8,11,20.56230641,2.3,2.689408881,65,29,4,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49943,Otu013,BDM05160011BF,0.045315799,BDM05160011BF,204,BioAgri,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.06501976,NA,4.523033984,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
49944,Otu013,BDM09150048BF,0.045026588,BDM09150048BF,307,No Mulch,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.6,53,19.77454204,2.7,5.767336794,54,36,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp16,Acidobacteria_Gp16_order_incertae_sedis,Acidobacteria_Gp16_family_incertae_sedis,Gp16,Gp16 (Phylum: Acidobacteria),,,Gp16
